premise	hypo	label
Não teria acontecido se Matt Damon não tivesse dito 'sim'.	E seria um grande passo garantir a nossa sobrevivência.	None
O período de espera do Moche Rip Curl Pro Portugal decorre até sábado.	A organização do Moche Rip Curl Pro Portugal decidiu declarar lay day após as três chamadas feitas pela manhã.	None
O game para dispositivos móveis Candy Crush se define como "o jogo mais doce que existe".	Candy Crush Saga foi originalmente concebido para ser jogado no Facebook.	None
"If that ain't a Democrat, then I must be at the wrong meeting," he said to a standing ovation.	And if that ain't a Democrat, then I must be in the wrong meeting," he said to thunderous applause from his supporters.	Paraphrase
Em Xanxerê, 4.275 pessoas ficaram desalojadas e 539, desabrigadas após os fortes ventos.	Porém, 27 pessoas ficaram feridas, 1.050 foram desalojadas e 77 ficaram desabrigadas.	None
O segundo tempo começou com o Santos mantendo a pressão e continuando a buscar o campo de ataque.	O Santos tinha mais posse de bola e jogava no campo de ataque.	Entailment
He 's a London specialist ; a very clever man , one of the greatest living experts on poisons , I believe . "	That man is one of the most talented experts on poisons .	Entailment
André Gomes e João Cancelo marcaram os gols do time espanhol.	André Gomes fez bela jogada individual pela esquerda e bateu com força para marcar.	None
O líder socialista António Costa quer criar uma Unidade de Missão para a Valorização do Interior.	Líder socialista pretende criar unidade de missão para valorizar o interior.	Entailment
A partida entre Benfica e União da Madeira, marcada para este domingo, foi adiada devido às condições climáticas na Ilha da Madeira.	O União da Madeira recebe o Benfica no Estádio da Choupana.	None
"We're going to defend these charges in court," said Ira Lee Sorkin, Furst's attorney.	"Rob Furst intends to defend the charges in court," said Ira Lee Sorkin, Furst's attorney.	Paraphrase
Robinho cobrou falta, Rafael Marques cabeceou e Danilo defendeu aos 3′.	Rafael Marques, com chutes aos 18 e 21, levou perigo para Danilo.	None
Apoia a coalizão liderada pelos EUA e também grupos rebeldes.	Uma coalizão liderada pelos EUA também ataca posições do Estado Islâmico no país.	None
The search was concentrated in northeast Pennsylvania, but State Police Trooper Tom Kelly acknowledged that Selenski could have traveled hundreds of miles by now.	The search was concentrated in northeastern Pennsylvania, but State Police Trooper Tom Kelly acknowledged that Selenski could be out of the area.	Paraphrase
Em dois jogos, foram oito gols marcados e nenhum sofrido.	Na soma dos três jogos são 10 tentos marcados, uma média de mais de 3 gols por jogo.	None
Apareceram novos objetos que podem ser do avião desaparecido da Malaysia Airlines.	Voo da Malaysia Airlines está desaparecido desde março de 2014.	None
This was the life of Jacob White , flashing before my eyes .	I saw Jacob 's life in my mind .	Entailment
One of them 's got something on him that looks like it might be iron or something .	One of them has something that looks like iron .	Entailment
Don 't miss taking a boat cruise from the little resort town of Porto .	Don 't skip out on the chance for a boat cruise departing from Porto .	Entailment
De junho para julho, o IPC desacelerou de 5,47% para 0,52%.	Indicador ficou em 0,69%, ante 0,67% em junho.	None
A terceirização acaba com a relação patrão/empregado.	A terceirização mata os direitos dos trabalhadores.	None
Este foi o segundo acidente mortal em dois dias, na sequência de demonstrações aéreas na Europa.	Este foi o segundo acidente fatal em dois dias durante apresentações aéreas na Europa.	Paraphrase
The 19 face charges including racketeering, conspiracy, organized fraud, grand theft and illegal drug sales, all felonies carrying penalties of five to 30 years in prison.	The suspects were charged with racketeering, conspiracy, organized fraud, grand theft and illegal drug sales, all felonies carrying penalties of five to 30 years in prison.	Paraphrase
Crossfire co-host Bill Press summed up their story Big victory for Clinton , big loss for Ken Starr .	One of the presenters at Crossfire claimed this was a victory for Clinton .	Entailment
Votaram nesta noite os ministros Luciana Lóssio e Toffoli.	Restam os votos de Luciana Lóssio e do presidente da Corte, Dias Toffoli.	None
There , that 's better .	It is better like this .	Entailment
The 39-year-old Luster initially gave police a false name, but later revealed his true identity.	Barrera said Luster gave police a false name immediately after his arrest Wednesday but later revealed his true identity.	Paraphrase
The industry is working with the FDA "to get firm answers and not just speculation," he told Reuters Health.	Companies are working with the FDA and academics "to try and get some firm answers and not just speculation," Jarman said.	Paraphrase
During World War II , the US built an Air Force base here that later became the international airport .	An American air base built in World War II transitioned into the international airport .	Entailment
Fateh Sagar Lake is reached by boat at the north end of Pichola , but you can also get there by a pleasant drive past the gardens of bougainvillaea and lilac of Lakshmi Vilas Palace .	Fateh Sagar Lake can be reached by boat or by a short drive .	Entailment
Today 's Papers is still partial to Silicone Valley .	Today 's Papers is still a huge fan of Silicone Valley .	Entailment
( If you 're not willing to pay $ 22 wait a few months until the online market is only going for $ 16 . )	Wait awhile if you want to pay less than $ 22 .	Entailment
Os números falam por si só e Cristiano Ronaldo tem um lugar na história.	Os números falam por si e espero que continuem assim.	None
E desde aí nunca mais apitei qualquer jogo importante.	O Benfica contestou-me e disseram-me que nunca mais apitaria um dos jogos mais quentes.	None
Hackett and Rossignol did not know each other and Hackett had no connection to Colby, Doyle said.	State police Lt. Timothy Doyle said Hackett and Rossignol did not know each other, and that Hackett had no connection to the college.	Paraphrase
Isso nos lembra o lema da Força Expedicionária.	A Força Expedicionária Brasileira não necessariamente teria que ir.	None
Federal Manager 's Financial Integrity Act ,	The Financial Integrity Act is with the federal manager .	Entailment
Estiveram no local os bombeiros de Condeixa-a-Nova, Brisa e INEM, tendo sido feita uma tentativa de reanimação no local mas sem sucesso.	Estiveram no local os bombeiros de Condeixa-a-Nova, Brisa e INEM.	Entailment
"Rendezvous has been a TIBCO mark for many years and is one of our flagship products," said George Ahn, chief marketing officer, Tibco.	Tibco's chief marketing officer George Ahn said: "Rendezvous has been a Tibco mark for many years and is one of our flagship products.	Paraphrase
The number of hostnames using BSD is nearing four million, while the number of active sites is nearly two million, Netcraft said.	The number of host names using BSD is nearing 4 million, whereas the number of active sites is nearly 2 million, Netcraft said.	Paraphrase
Familiares esperam que corpo de pescador desaparecido em naufrágio seja encontrado.	Esta sexta-feira os mergulhadores encontraram o corpo de um dos pescadores no interior do navio.	None
O Fisco já não vai exigir às empresas em processo de insolvência que cumpram as regras fiscais.	Ainda assim, o Fisco vai continuar a exigir que sejam cumpridas algumas obrigações, em casos excecionais.	None
In the first stage of the attack, the Lovsan worm began fouling computers around the world.	The first stage of the malicious software began Monday, when the Lovsan worm began spreading around the world.	Paraphrase
um i guess the last book book i 've read um my oldest daughter	I read to my daughter .	Entailment
we came back when they were teenagers	We came back here when they became teenagers .	Entailment
O investimento periódico e regular é melhor, pois permite ainda expurgar os efeitos da emoção no investimento.	O melhor é ir investindo de forma periódica e regular.	Entailment
O Presidente francês vai a Washington na quarta-feira e a Moscovo, na quinta.	E o presidente francês promete manter o cerco aos terroristas.	None
Ca 'daan realized it was a smile .	It was a smile , Ca 'daan realized .	Entailment
Na história do Nobel da Literatura, apenas um autor português foi premiado, quando, em 1998, José Saramago recebeu o galardão.	José Saramago é até agora o único autor português que recebeu este prémio Nobel da Literatura.	Entailment
The drive was uneventful .	The drive did not have any events .	Entailment
Maxi Pereira assegura que não se sente pressionado para fazer o seu primeiro golo com a camisola do FC Porto.	O FC Porto tentou desde o primeiro minuto chegar ao golo.	None
A apresentadora Xuxa Meneghel recebeu Sérgio Malandro na noite passada em seu Programa na Rede Record.	O Programa Xuxa Meneghel desta noite foi recheado de atrações.	None
The island nation reported 65 new cases on May 22, a one day record, and 55 new cases on May 23, making Taiwan's epidemic the fastest-growing in the world.	Taiwan reported 65 new cases on May 22, a one-day record, and 55 new cases on May 23, making its epidemic the world's fastest-growing.	Paraphrase
Na próxima terça-feira será novamente dia de nomeações para decidir quem será expulso no próximo domingo.	Novas nomeações serão feitas na próxima terça-feira.	Entailment
Barry Callebaut will be able to use Brach's retail network to sell products made from its German subsidiary Stollwerck, which makes chocolate products not sold in the United States.	Barry Callebaut will be able to use Brach's retail network to sell products made from its German subsidiary Stollwerck, which makes chocolate products unknown to the American market.	Paraphrase
Toll, Australia's second-largest transport company, last week offered NZ75 a share for Tranz Rail.	Toll last week offered to buy the company for NZ75c a share, or $NZ158 million.	Paraphrase
Para as contas isto apenas significa três pontos.	A equipa fez um grande trabalho e os três pontos são merecidíssimos.	None
After 26 hours of surgery and a year of anticipation, the boys were separated Sunday at Children's Medical Center of Dallas.	Two-year-old Egyptian twin boys, born with their heads conjoined, have been separated after 26 hours of surgery at the Children's Medical Centre in Dallas.	Paraphrase
Após Buffy: A Caça-Vampiros, Nicholas Brendon também participou das séries Criminal Minds e Private Practice.	Nicholas Brendon enfrenta acusações de roubo, obstrução da respiração e dano criminal.	None
oh yeah oh boy you 've really missed a	Oh boy , oh yeah , you 've really missed .	Entailment
No one could have known beforehand that she was going to be in that house much less that particular room .	Nobody knew that she would be in the house .	Entailment
yeah uh-huh so you like a a variety sort of easy listening because you you like country but then	You like country and other easy listening ?	Entailment
yeah all those old good ones that you you know wish they had on more now but	I wish they had more like that now .	Entailment
Today in the US, the book - kept under wraps by its publishers, G. P. Putnam's Sons, since its inception - will appear in bookstores.	Tomorrow the book, kept under wraps by G. P. Putnam's Sons since its inception, will appear in bookstores.	Paraphrase
Nesta sexta-feira, o Botafogo enfrenta o Boa Esporte, em Varginha.	O Botafogo vai enfrentar o Boa Esporte, em Varginha.	Entailment
Geoghan, 68, was taken to Leominster Hospital, where he was pronounced dead at 1:17 p.m.	Mr. Geoghan was taken to the University of Massachusetts Memorial Health Alliance Hospital in Leominster, Mass., where he died at 1:17 p.m.	Paraphrase
No ano passado, foram vacinadas 11.476 crianças, o que corresponde a 99% da meta.	Devem ser vacinadas crianças entre 6 meses e 5 anos de idade.	None
Microsoft has released separate patches for client and administrative versions of Office 2003.	Separate downloadable patches are available for the client and administrative versions of Office.	Paraphrase
Os novos iPhones podem bater os recordes de vendas no primeiro fim de semana dos modelos lançados no ano passado.	Novo modelo pode vender mais de 10 milhões de unidades no primeiro fim de semana.	None
A distribuidora investiu R$ 140,4 milhões no trimestre, redução de 15,7%.	Foram investidos, no segundo trimestre, um total de R$ 140,4 milhões.	None
In a statement, the Redmond, Wash., company said that it was acquiring the "intellectual property and technology assets" of GeCAD.	Microsoft said Tuesday it intends to acquire the intellectual property and technology assets of Romanian antivirus firm GeCAD Software Srl.	Paraphrase
Teenagers at high schools where condoms were available were no more likely to have sex than other teens, a study published Wednesday finds.	Teen-agers at high schools where condoms are available are no more likely to have sex than other teens, a study says.	Paraphrase
All along , he treated his book as a growing organism , not as a fixed system .	The book was not a stagnant thing to him .	Entailment
The additional contribution brings total U.S. food aid to North Korea this year to 100,000 tonnes.	The donation of 60,000 tons brings the total of U.S. contributions for the year to 100,000.	Paraphrase
E daí as agressões começaram com socos e pontapés.	Em tese acredita-se que o Glesion estivesse dormindo quando as agressões iniciaram.	None
In 2002, for example, the Dow dropped more than 1,500 points, or 15.6 percent, between May and October, due largely to terrorism fears driven by headlines.	For example, the Dow dropped more than 1,500 points, or 15.6 percent, from May to October 2002, largely because of terrorism fears driven by the headlines.	Paraphrase
The childlike playfulness of the doomed queen 's hideaway is reinforced by the Hameau , a hamlet of thatched cottages where she and her retinue pretended to be milkmaids and farm boys .	The queen and her retinue pretended to be milkmaids and farm boys .	Entailment
On a planet that takes nearly 165 years to orbit the sun, spring can last more than 40 years.	Because it takes Neptune 165 years to orbit the Sun its seasons will last for decades.	Paraphrase
Brasília sediou seu primeiro casamento coletivo de homossexuais neste domingo.	Um casamento coletivo abriu a parada gay em frente ao Congresso Nacional.	None
É normal que outros clubes queiram a contratação de Gareth, já que é um dos melhores do mundo.	É claro que outros clubes vão querer Gareth Bale, já que é um dos melhores do mundo.	Paraphrase
Afegãos e sírios constituíram um terço dos 213 mil migrantes que solicitaram a protecção na União Europeia.	Os sírios e os afegãos representam cerca de um terço dos imigrantes que solicitam asilo na União Europeia.	Entailment
Receita Federal em PG divulgou a arrecadação de impostos no mês de agosto de 2015.	A arrecadação de contribuições e impostos federais decepcionou mais uma vez.	None
Ou seja, o Brasil tem menos cidades com alta vulnerabilidade e mais cidades com baixa vulnerabilidade.	Minas Gerais apresenta baixa vulnerabilidade social.	None
Across the street is Jerusalem 's Independence Park .	On the same street is Jerusalem 's Independence Park .	Entailment
Compared with the same quarter last year, Cisco earned $729 million, or 10 cents a share, on revenue of $4.82 billion.	Cisco reported earnings of $987 million, or 14 cents a share, on revenue of $4.62 billion for the quarter ending in April.	Paraphrase
Someone asks the CNN guy , How are the ratings these days ?	Someone asked about CNN 's viewership .	Entailment
But he may just be a person who things happen to happen to , a guy with a penchant for pretending to be what others want to believe that he is .	He may just be a person who things happen to happen to	Entailment
As pessoas já não têm mais vontade de votar, é a terceira vez no ano.	Uma das piadas pré-eleitorais é que os gregos votam agora mais vezes do que têm sexo.	None
In addition , LSC has begun conducting a thorough review of LSC 's regulations .	LSC had to thoroughly review their regulations .	Entailment
Os dados do exame foram divulgados pelo Ministério da Educação ontem.	Os dados foram divulgados nesta quarta-feira (5) pelo Inep.	None
A carreira do Zenit na Liga dos Campeões está a agradar André Villas-Boas.	O Zenit defronta o Lyon esta terça-feira, em jogo do Grupo H da Liga dos Campeões.	None
Os juros do programa Minha Casa Minha Vida serão mantidos, segundo a Caixa.	A Caixa ressaltou que não serão alterados os juros cobrados para o Programa Minha Casa Minha Vida.	Paraphrase
O salário é de R$ 1.195,71, para desempenhar atividades em jornadas semanais de 40 horas.	O salário é de R$ 1.332,62, correspondente a jornadas de trabalho de 40h semanais.	None
A suburban Chicago man was arrested Wednesday on charges of secretly gathering information on Iraqi opposition figures as an unregistered agent of Saddam Hussein's intelligence service.	The FBI arrested a suburban Chicago man Wednesday and charged him with secretly collecting information on individuals in the United States who opposed Saddam Hussein's Iraqi government.	Paraphrase
Shares of Hartford rose $2.88 to $46.50 in New York Stock Exchange composite trading.	Shares of Hartford were up $2.28, or 5.2 percent, to $45.90 in midday trading.	Paraphrase
"The GPL violates the U.S. Constitution, together with copyright, antitrust and export control laws," SCO Group said in an answer filed to an IBM court filing.	"The GPL violates the U.S. Constitution, together with copyright, antitrust  and export control laws," states SCO in documents filed with the U.S. District Court for Utah.	Paraphrase
and Wharton intersects uh uh it dead ends into Chimney Hill	Wharton finished at Chimney Hill .	Entailment
Luxemburgo é mais um técnico renomado brasileiro a trabalhar no futebol da China.	Recentemente, outro técnico conhecido do futebol brasileiro foi para a China.	None
and uh i was pretty impressed he had a he before he started out on his experiments he had a battery of tests done on his body to determine the age of each one of his organs	In order to calculate his organs ' age , he had a number of tests performed on his body .	Entailment
Quem usa versão normal do Tinder, poderá dar apenas um Super Like por dia.	O Tinder disse que resolveu disponibilizar o Super Like depois que ele teve sucesso na Austrália.	None
O Código de Defesa do Consumidor (CDC) completa 25 anos hoje (11).	Para normatizar essa questão, há 25 anos foi promulgado o Código de Defesa do Consumidor.	None
Bill and Monica also at one point planned a tryst on Martha 's Vineyard , but Bill finally chickened out , says the publication .	Bill and Monica made plans but later didn 't follow through on them .	Entailment
water system , with a 65-metre- ( 215-foot- ) long tunnel some 37 metres ( 120 feet ) underground .	The water system goes deep into the ground .	Entailment
O dia 24 de outubro marcou o Dia das Nações Unidas.	Portanto, é possível felicitar, com reservas, as Nações Unidas pelos seus 70 anos de existência.	None
Desde 1996 que é deputado na Assembleia Legislativa da Madeira, eleito pelo PCP, partido de que passou a ser coordenador.	É deputado na Assembleia Legislativa Regional da Madeira desde 1996.	Entailment
Tanto que ele já foi responsável de outros 152 pedidos semelhantes no Supremo Tribunal Federal.	Agora vou entrar com pedidos de habeas corpus para todos os outros réus.	None
Unless otherwise noted , hotels take all major credit cards .	Hotels accept credit cards as payment unless otherwise stated .	Entailment
yeah with any any weird strange cat around here	There are weird cats around here .	Entailment
Behind the colonnades on the Middle Terrace , to the left of the ramp , are carved scenes depicting a trade mission bringing myrrh and incense from Egypt 's neighbor Punt , now Somalia .	There are scenes depicting a trade mission to Punt .	Entailment
Eu estou entusiasmado para trazer minha experiência para a sala de reunião e continuar a arrecadar milhões para a caridade.	Estou empolgado de levar minha experiência para a sala de reuniões e continuar a arrecadar milhões para caridade.	Paraphrase
The church was already grieving the death of Chief Warrant Officer 3 Kyran Kennedy, a congregation member who was killed in another helicopter crash in Iraq on Nov. 7.	The church already was grieving for the death of a congregation member who was killed in another helicopter crash in Iraq on Nov. 7.	Paraphrase
Pedro Filipe Soares lamentou que o Governo tenha deixado "para o último dia possível esse debate".	A possibilidade foi avançada por Pedro Filipe Soares à saída de uma reunião com a CGTP.	None
"Admiral Black has provided spiritual guidance to thousands of service men and women during his 25 years of service," Senate Majority Leader Bill Frist said yesterday .	"Admiral Black has provided spiritual guidance to thousands of servicemen and women during his 25 years of service," Frist said.	Paraphrase
A certeza é que um Su-24 russo caiu nas montanhas Turkomen, na província síria de Latakia.	O caça russo caiu em território sírio, na província de Latakia.	Entailment
You have just said that she is perfectly sane . "	You thought she was sane .	Entailment
He urged the US to provide clear rules on what would happen at possible trials.	Government sources said Mr Howard urged the US to provide clear rules governing any potential trials.	Paraphrase
Olorosos ( which include the brown and cream varieties ) are sweet , heavy , and dark , and go well with dessert .	Olorosos goes well with dessert .	Entailment
It 's surprising to find such a large church in a relatively isolated farming parish .	It 's unexpected to see a large church in a fairly remote farming area .	Entailment
The Association of Certified Fraud Examiners consists of approximately 25,000 certified fraud examiners and associated members in 70 different countries .	About 25,000 certified fraud examiners are part of the Association of Certified Fraud Examiners .	Entailment
Todas as imagens foram tiradas pelos próprios astronautas com câmaras Hasselblad em missões do Programa Apollo.	A NASA disponibilizou milhares de imagens capturadas pelos astronautas da Apollo nas missões lunares.	None
The Nasdaq composite index rose 15.82, or 0.9 percent, to 1,861.52.	The technology-laced Nasdaq Composite Index .IXIC was up 17.48 points, or 0.95 percent, at 1,863.18.	Paraphrase
my friend talked me in that i 'm a real um scaredy when it comes to heights but once we got on top of the rocks it was quite	I was afraid of heights but my friend talked me into it .	Entailment
If food and medical care tripled in cost , people would of necessity spend less on other things to pay for the increase or cut down on the food and medical care they purchased .	People would have to cut spending in other areas if food and medical care increased .	Entailment
After listening 59 intently for a minute or two , he put his head round the curtain .	He put his head round the curtain after listening intently .	Entailment
Senate passage of the Medicare bill was almost certain, possibly as early as today.	Senate passage of the Medicare bill is almost certain Monday.	Paraphrase
Ambos os tenistas caíram nas semi-finais do US Open de 2014.	Roger Federer vai em busca do hexacampeonato do US Open.	None
It was the biggest protest since hundreds of thousands marched in outrage over the massacre of democracy activists occupying Tiananmen Square in Beijing in 1989.	Hong Kong has not seen such a protest since hundreds of thousands marched in outrage over the 1989 massacre of democracy activists occupying Beijing's Tiananmen Square.	Paraphrase
[ The ] simplicity [ of the Program ] has kept transaction costs low and helped to create efficiencies that might otherwise not exist .	The program is simple which provides the opportunity for low transaction costs .	Entailment
Rui vende seu apartamento e Tina se desespera ao ver que irá morar no Morro da Macaca.	Rui decide comprar uma casa no Morro da Macaca sem falar com Tina.	None
you know like you have to prepare the fire and then put the sausages on and then you know you put all these different meats which take different times	First make the fire , then put the sausages and other meat after that .	Entailment
Angelina Jolie é capa da revista "Vogue" americana de novembro.	Angelina Jolie vai ser a capa da Vogue do próximo mês de novembro.	Paraphrase
The increase in citizenship applications has led to longer processing periods and , according to critics , to some immigrants being wrongly naturalized .	According to critics , some immigrants should not be naturalized .	Entailment
Há três anos não entro em uma loja da rede.	A rede também aposta na reformulação de lojas.	None
Intel’s Xeon surpassed HP’s PA-RISC to become the most often used processor, rising from 76 systems in June to 152 systems in November.	Intel's Xeon surpassed HP's PA-RISC to become the processor most often used, rising from 76 systems in June to 152 systems in November.	Paraphrase
O técnico Luis Enrique terá mais uma grande dor de cabeça no Barcelona.	Luis Enrique está revoltado com a onda de lesões que assola o Barcelona nos últimos tempos.	None
Hearing was partially restored by an electronic ear implant.	An electronic implant has helped Limbaugh regain most of his hearing.	Paraphrase
Oito detentos fugiram da Central de Flagrantes de Teresina na madrugada desta quinta-feira (01).	Presos fogem da Central de Flagrantes em Teresina.	Entailment
Grupos conservadores se mobilizaram para aumentar a reprovação ao vídeo da propaganda no YouTube.	Vários grupos conservadores se mobilizaram para aumentar a reprovação ao filme da marca.	Entailment
O Corinthians disputará a Florida Cup pelo segundo ano consecutivo.	De acordo com o regulamento da Florida Cup, cada clube disputará duas partidas.	None
USEPA adopted the policy that ELS test data could be used in establishing water quality criteria if data from full life-cycle tests were not available ( USEPA , 1980a ) .	In place of full cycle tests , ELS test data could be used for water quality .	Entailment
Youssef foi preso quando a Operação Lava Jato foi deflagrada, em março do ano passado.	Ele foi detido na 14ª fase da Operação Lava Jato.	None
Witness this lead on Monday 's The issue of whether disabled golfer Casey Martin should be allowed to use a golf cart in tournament play has captured the nation 's imagination for weeks .	There is debate about whether disabled golfer Casey Martin should be allowed to use a golf cart .	Entailment
Nos seus cerca de quatro anos de vida, Hongo, um macho de lince-ibérico, percorreu um longo caminho pela Península Ibérica.	Hongo, um macho de lince-ibérico com quatro anos, andou por boa parte da Península Ibérica.	Paraphrase
It also faces significant regulatory delays and uncertainty, and threatens serious damage to the company's business, he added.	"It is highly conditional, faces significant regulatory delays and uncertainty, and threatens serious damage to our business."	Paraphrase
A estatal já entrou com ações cíveis contra duas empreiteiras investigadas e deve mover mais ações nas próximas semanas.	A Petrobras já entrou com ações cíveis contra duas empreiteiras investigadas na Operação Lava-Jato.	None
The world is really a much safer place now than it was three years ago .	Many people feel like the world is a safer place than it was just a few years ago .	Entailment
Uma das presenças confirmadas é a da atriz e modelo Rayanne Morais, recém-separada do cantor Latino.	Já Rayanne Morais, ex-mulher de Latino, contou que pensa em se tornar atriz da Record.	None
Wall Street was also waiting for aluminum maker Alcoa Inc. AA.N to report earnings after the close.	Wall Street was also waiting for aluminum maker Alcoa Inc. (nyse: PEP - news - people) to report earnings after the close.	Paraphrase
Apesar de pouco criar, o Corinthians teve uma grande chance de abrir o placar aos 22 minutos.	Antes dos 10 minutos, foram três chances claras de gol.	None
As declarações são de Luís Filipe Vieira, em resposta ao presidente do Sporting.	Luís Filipe Vieira justificou porque não tem respondido aos sucessivos ataques de Bruno de Carvalho.	None
A categoria entrou em greve por tempo indeterminado no dia 13 de julho.	A greve é por tempo indeterminado.	Entailment
The first challenge for implementing recommended screening and interventions for problem drinking in emergency settings involves convincing staff of the importance and efficacy of such interventions .	The first problem for finding problem drinkers is getting all the staff to understand interventions .	Entailment
Authorities appealed to the public Friday to come forward and provide what could be the key to solving the sniper-style shootings that have killed three people outside area convenience stores.	Authorities looked to the public yesterday for help in solving the deadly sniper-style shootings of three people outside Charleston-area convenience stores.	Paraphrase
A emoção tomou conta do teceiro dia do Rock in Rio.	Já fui a outros festivais, mas amo Rock in Rio.	None
É de salientar uma queda na venda de dispositivos Windows Phone.	A Microsoft tinha vendido, em 2014, cerca de 9 milhões de smartphones equipados com o Windows Phone.	None
He is temporarily serving as Chechnya's acting president while his boss, Akhmad Kadyrov, is on the campaign trail.	He is temporarily serving as Chechnya's acting president while his boss, Akhmad Kadyrov, is running in the region's Oct. 5 presidential election.	Paraphrase
O Ministério Público acusa o reputado académico e economista Peter Boone de manipulação de mercado.	O Ministério Público quer agora, por isso, que seja julgado por manipulação do mercado.	Entailment
Ele lembrou que o reajuste foi aprovado nas duas Casas do Congresso antes de ser vetado pela presidente.	Durante a reunião, a presidente também discutiu os vetos que serão apreciados pelo Congresso essa semana.	None
Immediately after the blast, people portraying some of the 150 "victims" stumbled amid the wreckage as emergency vehicles converged on the scene.	Immediately after the small explosion, people portraying victims stumbled amid the wreckage as fire trucks and other emergency vehicles converged.	Paraphrase
O vento soprará forte de forma persistente, até 100 quilómetros por hora, podendo atingir os 130 nas terras altas.	As rajadas de vento podem atingir os 130 quilómetros/hora.	Entailment
Willey might have a better case against Clinton if she wants to make it--and if her story is true .	Willey accused Clinton of things .	Entailment
O lateral do Bayern de Munique garante não ter a intenção de trocar o time de Dunga pela Alemannha.	O lateral direito do Bayern de Munique, na última quinta-feira, usou o Twitter para celebrar o chamado.	None
Mais um ano, a série ‘Game of Thrones‘ é destaque, com 24 indicações.	Game of Thrones pode ganhar principal prêmio do Emmy.	None
Se há obra coletiva que é fruto da vontade dos portugueses, os bombeiros são essa obra.	Ninguém é tão chamado pelos portugueses como os bombeiros.	None
He felt instinctively that the American would arrive in time .	He believed the American wouldn 't be late .	Entailment
O Mónaco foi este domingo ao terreno do Gazélec vencer por 1-0, em partida referente à quinta jornada da Liga francesa.	O Monaco venceu neste domingo o Gazélec por 1-0, em jogo da quinta jornada da Liga francesa.	Paraphrase
De qualquer forma, a situação de Carlos Miguel Aidar fica cada dia mais complicada.	O cerco está fechado para o presidente do São Paulo, Carlos Miguel Aidar.	None
Gauve looked at Jon again , his face looking even older .	Gauve studied Jon 's face .	Entailment
And if estimates hold, it will mark the first time in history that five films grossed more than $20 million each in one weekend.	It is also the first time in history that five films grossed more than $20 million each in one weekend.	Paraphrase
No passado mês de junho nasceu uma nova cria na população de roazes do estuário do Sado.	Com este nascimento, a população de roazes no Sado sobe para os 28 elementos.	None
Neste jogo, importante eram os três pontos.	O objetivo era somar três pontos neste jogo.	Paraphrase
"The only thing that I know for certain is that these are bad people," Bush told a joint news conference with Blair.	But he added: "The only thing I know for certain is that these are bad people."	Paraphrase
Douglas, em cobrança de pênalti, marcou o gol dos donos da casa.	Douglas foi para a cobrança e bateu firme no canto direito.	None
