premise	hypo	label
O líder socialista António Costa quer criar uma Unidade de Missão para a Valorização do Interior.	Líder socialista pretende criar unidade de missão para valorizar o interior.	Entailment
A partida entre Benfica e União da Madeira, marcada para este domingo, foi adiada devido às condições climáticas na Ilha da Madeira.	O União da Madeira recebe o Benfica no Estádio da Choupana.	None
Inclui algumas das melhores praias da ilha ou de qualquer lugar do Mediterrâneo.	Existem várias praias diferentes na ilha.	Entailment
Robinho cobrou falta, Rafael Marques cabeceou e Danilo defendeu aos 3′.	Rafael Marques, com chutes aos 18 e 21, levou perigo para Danilo.	None
Apoia a coalizão liderada pelos EUA e também grupos rebeldes.	Uma coalizão liderada pelos EUA também ataca posições do Estado Islâmico no país.	None
O único ponto positivo é Steve Zahn, que poderia ser filho de Michael J. Fox e Crispin Glover se eles acasalassem no set de Back to the Future (1985).	A única pessoa interessante é Steve Zahn, que tem características que lembram Fox e Glover.	Entailment
Em dois jogos, foram oito gols marcados e nenhum sofrido.	Na soma dos três jogos são 10 tentos marcados, uma média de mais de 3 gols por jogo.	None
Apareceram novos objetos que podem ser do avião desaparecido da Malaysia Airlines.	Voo da Malaysia Airlines está desaparecido desde março de 2014.	None
Os novos recursos fornecerão aos clientes IBM uma maneira de criar, publicar, gerenciar e arquivar conteúdo baseado na Web em um ambiente corporativo de intranet, extranet e Internet.	O produto será direcionado para empresas que precisam criar, publicar, gerenciar e arquivar conteúdo baseado na Web em um ambiente corporativo de intranet, extranet e Internet.	Paraphrase
Coupling, uma versão americana de uma comédia britânica de sucesso, receberá o valioso horário de quinta-feira às 21h30.	Coupling, uma versão americana de uma comédia britânica de sucesso, vai se juntar aos amigos às quintas-feiras.	Paraphrase
Page disse que também é possível que os genes no cromossomo Y possam influenciar as diferenças específicas de gênero na suscetibilidade à doença.	Ele acrescentou que os genes no Y podem desempenhar um papel na influência de diferenças específicas de gênero na suscetibilidade a doenças.	Paraphrase
De junho para julho, o IPC desacelerou de 5,47% para 0,52%.	Indicador ficou em 0,69%, ante 0,67% em junho.	None
A terceirização acaba com a relação patrão/empregado.	A terceirização mata os direitos dos trabalhadores.	None
Este foi o segundo acidente mortal em dois dias, na sequência de demonstrações aéreas na Europa.	Este foi o segundo acidente fatal em dois dias durante apresentações aéreas na Europa.	Paraphrase
Pastor, é claro.	Com certeza, Shepherd.	Entailment
Seu marido de 92 anos está agora gravemente debilitado pela doença de Alzheimer.	O ex-presidente de 92 anos está sofrendo da doença de Alzheimer.	Paraphrase
Votaram nesta noite os ministros Luciana Lóssio e Toffoli.	Restam os votos de Luciana Lóssio e do presidente da Corte, Dias Toffoli.	None
Weingarten disse que espera que Ebbers, que completou 62 anos ontem, seja totalmente exonerado no julgamento.	O advogado de Ebbers, Reid Weingarten, disse que espera que Ebbers seja exonerado.	Paraphrase
No entanto, a igreja irlandesa, com sua base cultural celta, desenvolveu-se de maneira diferente do mundo cristão emergente na Europa e acabou sendo substituída por Roma e sua administração centralizada.	A igreja irlandesa tinha uma base celta.	Entailment
CUSTO DIRETO - O custo dos recursos consumidos diretamente por uma atividade.	A atividade consome recursos.	Entailment
O primeiro tratamento biotecnológico para a asma, a constrição das vias aéreas que afeta milhões em todo o mundo, recebeu aprovação da Administração de Alimentos e Medicamentos dos EUA ontem.	O primeiro tratamento biotecnológico para a asma, a constrição das vias aéreas que afeta milhões de americanos, recebeu aprovação da Food and Drug Administration dos EUA na sexta-feira.	Paraphrase
O executivo-chefe do BOCHK, Liu Jinbao, foi transferido abruptamente para Pequim no mês passado.	Ele foi o executivo-chefe da BOCHK até ser subitamente chamado para Pequim no mês passado.	Paraphrase
Isso removeria US $ 55 bilhões em subsídios fiscais para exportadores, que são ilegais sob o direito comercial internacional, em troca de novos incentivos fiscais.	Em troca de novos incentivos fiscais, removeria US $ 55 bilhões em subsídios fiscais para exportadores que são ilegais de acordo com a lei comercial internacional.	Paraphrase
Obviamente, fiz declarações ridículas, loucas, ultrajantes e todas essas coisas, porque é assim que sempre fui.	"Obviamente, fiz declarações ridículas, loucas e ultrajantes, porque era assim que eu era".	Paraphrase
Os números falam por si só e Cristiano Ronaldo tem um lugar na história.	Os números falam por si e espero que continuem assim.	None
E desde aí nunca mais apitei qualquer jogo importante.	O Benfica contestou-me e disseram-me que nunca mais apitaria um dos jogos mais quentes.	None
El-Jezzar (o açougueiro) era um pirata albanês brutal que se tornou paxá (o governador regional otomano) durante o final do século 18 e foi responsável por construir grande parte da Cidade Velha sobrevivente	A maior parte da Cidade Velha sobrevivente foi construída por El-Jezzar.	Entailment
Isso nos lembra o lema da Força Expedicionária.	A Força Expedicionária Brasileira não necessariamente teria que ir.	None
Os promotores entraram com uma moção informando Lee que pretendem buscar a pena de morte.	Ele acrescentou que os promotores buscarão a pena de morte.	Paraphrase
Estiveram no local os bombeiros de Condeixa-a-Nova, Brisa e INEM, tendo sido feita uma tentativa de reanimação no local mas sem sucesso.	Estiveram no local os bombeiros de Condeixa-a-Nova, Brisa e INEM.	Entailment
Mas se as empresas de entretenimento americanas puderem vender tanto de seus produtos no próximo ano quanto o fizeram este ano, elas devem se considerar sortudas.	As empresas americanas terão sorte em vender isso no próximo ano.	Entailment
Problemas na síntese de dados.	Problemas na síntese de dados.	Entailment
Familiares esperam que corpo de pescador desaparecido em naufrágio seja encontrado.	Esta sexta-feira os mergulhadores encontraram o corpo de um dos pescadores no interior do navio.	None
O Fisco já não vai exigir às empresas em processo de insolvência que cumpram as regras fiscais.	Ainda assim, o Fisco vai continuar a exigir que sejam cumpridas algumas obrigações, em casos excecionais.	None
Jon se ajoelhou e sussurrou para Susan.	Jon estava de joelhos, dizendo algo para Susan.	Entailment
O presidente da Farmland Foods, George Richter, disse: "Com o apoio e a liderança de Smithfield, a Farmland Foods terá sucesso e continuará a sustentar as comunidades do Centro-Oeste que dependem disso".	Com a liderança de Smithfields, a Farmland Foods terá sucesso e continuará a sustentar as comunidades do Centro-Oeste que dependem disso.	Paraphrase
Eustachy reconheceu em uma entrevista coletiva quarta-feira que ele era alcoólatra e estava procurando tratamento.	Eustachy divulgou nesta semana que ele é alcoólatra e está procurando tratamento.	Paraphrase
O investimento periódico e regular é melhor, pois permite ainda expurgar os efeitos da emoção no investimento.	O melhor é ir investindo de forma periódica e regular.	Entailment
O Presidente francês vai a Washington na quarta-feira e a Moscovo, na quinta.	E o presidente francês promete manter o cerco aos terroristas.	None
Aquele caminhão foi avistado na área de Campbells Creek, se encaixando nessa descrição, disse Morris.	Uma caminhonete preta também foi vista na área de Campbells Creek, disse Morris.	Paraphrase
Na história do Nobel da Literatura, apenas um autor português foi premiado, quando, em 1998, José Saramago recebeu o galardão.	José Saramago é até agora o único autor português que recebeu este prémio Nobel da Literatura.	Entailment
No mês passado, a Intel elevou sua orientação de receita para o trimestre para entre US $ 7,6 bilhões e US $ 7,8 bilhões.	No final do segundo trimestre, a Intel previu inicialmente vendas entre US $ 6,9 bilhões e US $ 7,5 bilhões.	Paraphrase
Maxi Pereira assegura que não se sente pressionado para fazer o seu primeiro golo com a camisola do FC Porto.	O FC Porto tentou desde o primeiro minuto chegar ao golo.	None
A apresentadora Xuxa Meneghel recebeu Sérgio Malandro na noite passada em seu Programa na Rede Record.	O Programa Xuxa Meneghel desta noite foi recheado de atrações.	None
Este estudo será financiado por uma bolsa de assistência técnica do LSC e será coordenado com um estudo da ABA.	Este estudo será financiado por um subsídio de assistência técnica do LSC	Entailment
Na próxima terça-feira será novamente dia de nomeações para decidir quem será expulso no próximo domingo.	Novas nomeações serão feitas na próxima terça-feira.	Entailment
Nesses casos, o motivo da não inclusão dos comentários da agência será indicado no relatório.	Os comentários da agência que não estiverem incluídos serão mencionados no relatório.	Entailment
No teclado, ele digitou várias letras e números, que se tornariam programas de computador para a empresa 0-1 Computer Associates.	Letras e números digitados em um teclado podem se tornar programas de computador.	Entailment
Para as contas isto apenas significa três pontos.	A equipa fez um grande trabalho e os três pontos são merecidíssimos.	None
Além disso, esforços mais agressivos para usar milhas de passageiro frequente para reduzir os custos de viagem do governo poderiam, de acordo com a GSA, comprometer sua capacidade de negociar economias significativas no âmbito de seu programa contratado de transportadoras aéreas.	Os esforços para usar milhas de passageiro frequente para reduzir os custos governamentais podem afetar a capacidade de negociar economias com as companhias aéreas.	Entailment
Após Buffy: A Caça-Vampiros, Nicholas Brendon também participou das séries Criminal Minds e Private Practice.	Nicholas Brendon enfrenta acusações de roubo, obstrução da respiração e dano criminal.	None
Isso se integra ao Rational PurifyPlus e permite que os desenvolvedores trabalhem em versões suportadas de Java, Visual C # e Visual Basic .NET.	A IBM disse que os produtos Rational também foram integrados ao Rational PurifyPlus, que permite que os desenvolvedores trabalhem em Java, Visual C # e VisualBasic .Net.	Paraphrase
O chanceler do conselho, Robert Bennett, se recusou a comentar sobre questões pessoais na terça-feira, assim como Mills.	Mills se recusou a comentar ontem, dizendo que nunca discutiu assuntos de pessoal.	Paraphrase
"Arifin revelou à ISD que está envolvido com um grupo de indivíduos com idéias semelhantes no planejamento de ataques terroristas contra certos alvos na Tailândia", afirmou o comunicado.	"Arifin revelou... Que ele está envolvido com um grupo de indivíduos afins no planejamento de ataques terroristas contra certos alvos na Tailândia.	Paraphrase
Zulifquar Ali, um adorador levemente ferido por estilhaços, disse que os atacantes primeiro atacaram os guardas da mesquita.	A testemunha Zulfiqar Ali, que foi levemente ferida por estilhaços, disse que os atacantes se concentraram nos guardas da mesquita.	Paraphrase
O trabalho que fazemos é a forma mais pura de expressão dos valores essenciais de todas as principais tradições religiosas.	Todas as principais tradições religiosas têm um valor central que nosso trabalho exemplifica.	Entailment
Nesta sexta-feira, o Botafogo enfrenta o Boa Esporte, em Varginha.	O Botafogo vai enfrentar o Boa Esporte, em Varginha.	Entailment
Além de alguns hominídeos pré-Idade do Gelo, os primeiros colonos a chegar à Índia foram Negritos e Proto-Australoides.	Os Negritos e Proto-Australoides foram os primeiros colonos a chegar à Índia.	Entailment
No ano passado, foram vacinadas 11.476 crianças, o que corresponde a 99% da meta.	Devem ser vacinadas crianças entre 6 meses e 5 anos de idade.	None
Kimsey está fazendo campanha para trazer um time de beisebol para a área.	Kimsey organizou uma campanha para forjar um time de beisebol.	Entailment
Os novos iPhones podem bater os recordes de vendas no primeiro fim de semana dos modelos lançados no ano passado.	Novo modelo pode vender mais de 10 milhões de unidades no primeiro fim de semana.	None
A distribuidora investiu R$ 140,4 milhões no trimestre, redução de 15,7%.	Foram investidos, no segundo trimestre, um total de R$ 140,4 milhões.	None
( Enfase adicionada . )	A ênfase foi adicionada pelo editor.	Entailment
E a Malásia oferece uma vitrine de festivais de eventos e festividades ao longo do ano também.	Muitos eventos acontecem na Malásia o ano todo.	Entailment
A porta-voz da OMS Maria Cheng concordou, dizendo: "Parece muito com um evento isolado".	"Parece um evento isolado", disse a porta-voz da Organização Mundial da Saúde Maria Cheng.	Paraphrase
O Lago Fateh Sagar é alcançado de barco no extremo norte de Pichola, mas você também pode chegar lá através de um agradável passeio pelos jardins de buganvílias e lilás do Palácio Lakshmi Vilas.	O Lago Fateh Sagar pode ser alcançado de barco ou a uma curta distância de carro.	Entailment
E daí as agressões começaram com socos e pontapés.	Em tese acredita-se que o Glesion estivesse dormindo quando as agressões iniciaram.	None
Um curto caminho ao longo da movimentada estrada principal é o Jardim do Getsêmani.	O Jardim do Getsêmani pode ser encontrado um pouco na estrada principal.	Entailment
Há quatro anos, a Nike foi processada no tribunal estadual pelo ativista da Califórnia Marc Kasky sob um estatuto criado para proteger os consumidores de propaganda enganosa.	Há quatro anos, o ativista da Califórnia Marc Kasky processou a Nike sob um estatuto criado para proteger os consumidores de publicidade enganosa.	Paraphrase
A maioria dos visitantes ainda se concentra na encantadora capital, Lisboa, e nas atraentes praias ensolaradas do Algarve, mas há muito mais em Portugal.	A maioria dos visitantes vai para Lisboa.	Entailment
Brasília sediou seu primeiro casamento coletivo de homossexuais neste domingo.	Um casamento coletivo abriu a parada gay em frente ao Congresso Nacional.	None
É normal que outros clubes queiram a contratação de Gareth, já que é um dos melhores do mundo.	É claro que outros clubes vão querer Gareth Bale, já que é um dos melhores do mundo.	Paraphrase
Afegãos e sírios constituíram um terço dos 213 mil migrantes que solicitaram a protecção na União Europeia.	Os sírios e os afegãos representam cerca de um terço dos imigrantes que solicitam asilo na União Europeia.	Entailment
Receita Federal em PG divulgou a arrecadação de impostos no mês de agosto de 2015.	A arrecadação de contribuições e impostos federais decepcionou mais uma vez.	None
Ou seja, o Brasil tem menos cidades com alta vulnerabilidade e mais cidades com baixa vulnerabilidade.	Minas Gerais apresenta baixa vulnerabilidade social.	None
Os olhos do jogador estavam vermelhos e um teste de álcool no sangue produziu uma leitura de 0,18 - bem acima do nível de intoxicação presumida do Tennessee de 0,10, segundo o relatório.	Ele falhou em um teste de sobriedade em campo e um teste de álcool no sangue produziu uma leitura de 0,18 - bem acima do nível de intoxicação presumida de 0,10 no Tennessee, disse o relatório.	Paraphrase
A grande ilha ao longe é La Desirade, as pequenas ilhotas Petite-Terre estão muito mais próximas.	La Desirade é uma grande ilha visível de longe.	Entailment
Os compiladores estão disponíveis em dois tipos: o Compilador Intel C ++ para Microsoft eMbedded Visual C ++ é vendido por US $ 399 e destina-se ao uso no desenvolvimento de aplicativos.	Os compiladores estão disponíveis em duas formas: O compilador Intel C ++ para Microsoft eMbedded Visual C ++ está disponível na Intel por US $ 399 e destina-se ao desenvolvimento de aplicativos.	Paraphrase
Ela conclui que o que o marido fez foi moralmente errado, mas não uma traição ao público.	Clinton disse que as ações do marido eram moralmente erradas, mas não constituíam uma traição pública.	Paraphrase
As pessoas já não têm mais vontade de votar, é a terceira vez no ano.	Uma das piadas pré-eleitorais é que os gregos votam agora mais vezes do que têm sexo.	None
Abbas disse na cúpula que encerraria a "guerra armada", renunciou "ao terrorismo contra os israelenses onde quer que eles estivessem" e aludiu ao desarmamento de militantes.	Na cúpula de quarta-feira, Abbas prometeu encerrar a "guerra armada", renunciou "ao terrorismo contra os israelenses onde quer que eles estivessem" e aludiu ao desarmamento de militantes.	Paraphrase
Os dados do exame foram divulgados pelo Ministério da Educação ontem.	Os dados foram divulgados nesta quarta-feira (5) pelo Inep.	None
A carreira do Zenit na Liga dos Campeões está a agradar André Villas-Boas.	O Zenit defronta o Lyon esta terça-feira, em jogo do Grupo H da Liga dos Campeões.	None
Os juros do programa Minha Casa Minha Vida serão mantidos, segundo a Caixa.	A Caixa ressaltou que não serão alterados os juros cobrados para o Programa Minha Casa Minha Vida.	Paraphrase
O salário é de R$ 1.195,71, para desempenhar atividades em jornadas semanais de 40 horas.	O salário é de R$ 1.332,62, correspondente a jornadas de trabalho de 40h semanais.	None
Diferente como ? Ele parou um momento e continuou: "Onde está a garota agora?"	Ele queria saber onde a garota estava.	Entailment
de Reyes Católicos, 6; na Ciudad Universitaria) é uma excelente coleção de arte e artefatos da América, que na Espanha significa América Central e do Sul.	Na Espanha, o termo "América" refere-se à América Central e do Sul.	Entailment
Eles eram longitudinais, feitos por observadores no local que buscavam papéis de participante-observador e constituíam uma investigação estruturada a partir de uma compreensão em evolução dos eventos e seu significado para as pessoas envolvidas neles.	Eles foram feitos no local por observadores, constituíram uma investigação e eram longitudinais.	Entailment
Peterson, 27 anos, estava grávida de oito meses quando desapareceu nos dias anteriores ao Natal.	Peterson estava grávida de quase oito meses quando foi informada de que estava desaparecida.	Paraphrase
Luxemburgo é mais um técnico renomado brasileiro a trabalhar no futebol da China.	Recentemente, outro técnico conhecido do futebol brasileiro foi para a China.	None
Uma corrida de 18 meses em Toronto foi originalmente planejada como parte de uma turnê na América do Norte.	Quando abrimos aqui, originalmente planejamos uma corrida de 18 meses como parte de uma turnê na América do Norte.	Paraphrase
Quem usa versão normal do Tinder, poderá dar apenas um Super Like por dia.	O Tinder disse que resolveu disponibilizar o Super Like depois que ele teve sucesso na Austrália.	None
O Código de Defesa do Consumidor (CDC) completa 25 anos hoje (11).	Para normatizar essa questão, há 25 anos foi promulgado o Código de Defesa do Consumidor.	None
O formato deve ser um padrão aberto que tenha sido formalmente ratificado por uma organização de padrões reconhecida internacionalmente e a PI deve ser licenciada sob termos razoáveis e não discriminatórios.	O formato deve ser formalmente ratificado por uma organização de padrões internacionalmente reconhecida e a PI deve ser licenciada sob termos razoáveis e não discriminatórios, acrescentaram.	Paraphrase
A Qualcomm desfruta de muitos anos vendendo chips CDMA contra pouca ou nenhuma concorrência.	"A Qualcomm desfruta de muitos anos vendendo ... contra pouca ou nenhuma concorrência", disse Hubach no comunicado.	Paraphrase
O dia 24 de outubro marcou o Dia das Nações Unidas.	Portanto, é possível felicitar, com reservas, as Nações Unidas pelos seus 70 anos de existência.	None
Desde 1996 que é deputado na Assembleia Legislativa da Madeira, eleito pelo PCP, partido de que passou a ser coordenador.	É deputado na Assembleia Legislativa Regional da Madeira desde 1996.	Entailment
Tanto que ele já foi responsável de outros 152 pedidos semelhantes no Supremo Tribunal Federal.	Agora vou entrar com pedidos de habeas corpus para todos os outros réus.	None
A Wal-Mart Stores Inc., a Kohl's Corp., a Family Dollar Stores Inc. e a Big Lots Inc. estavam entre os comerciantes que registraram vendas em maio que ficaram abaixo das modestas expectativas de Wall Street.	Wal-Mart, Kohl's Corp., Family Dollar Stores Inc. e Big Lots Inc. registraram vendas em maio que ficaram abaixo das expectativas modestas de Wall Street.	Paraphrase
A Unilever Bestfoods disse na quarta-feira que retiraria as gorduras trans dos seus spreads Não posso acreditar que não é manteiga no meio do próximo ano.	A Unilever Bestfoods disse que sua margarina "Não posso acreditar que não seja manteiga" será livre de gordura trans no próximo ano.	Paraphrase
No fim de semana, os 12 filmes mais arrecadaram US $ 157,1 milhões, um aumento de 52% em relação ao mesmo final de semana do ano anterior.	As bilheterias em geral dispararam, com os 12 principais filmes arrecadando US $ 157,1 milhões, um aumento de 52% em relação ao ano anterior.	Paraphrase
Eu estou entusiasmado para trazer minha experiência para a sala de reunião e continuar a arrecadar milhões para a caridade.	Estou empolgado de levar minha experiência para a sala de reuniões e continuar a arrecadar milhões para caridade.	Paraphrase
A leste fica a Baía de St. Ann, local de nascimento do ativista negro Marcus Garvey.	St. Anne's Bay é o berço de Marcus Garvey.	Entailment
Pedro Filipe Soares lamentou que o Governo tenha deixado "para o último dia possível esse debate".	A possibilidade foi avançada por Pedro Filipe Soares à saída de uma reunião com a CGTP.	None
Ela usava roupões esfarrapados e seu capuz a protegia do sol acima.	Suas roupas e capuz esfarrapados a protegiam do sol.	Entailment
A certeza é que um Su-24 russo caiu nas montanhas Turkomen, na província síria de Latakia.	O caça russo caiu em território sírio, na província de Latakia.	Entailment
Seis países aconselharam seus cidadãos a não viajar para Taiwan por qualquer motivo, disse o ministério.	Espanha, Polônia, Emirados Árabes Unidos e Lituânia aconselharam seus cidadãos a não viajar para Taiwan por qualquer motivo.	Paraphrase
Afinal, foi Albright quem intitulou um memorando de 1993 para Clinton Por que a América deve assumir a liderança.	Albright pensou que a América precisava ser um líder.	Entailment
Um total de 17 casos foram confirmados na cidade de Basra, no sul, informou a Organização.	Um total de 17 casos confirmados de cólera foram relatados ontem pela Organização Mundial da Saúde na cidade de Basra, no sul do Iraque.	Paraphrase
Em uma série de ataques, a polícia marroquina prendeu 33 suspeitos no sábado, incluindo alguns ligados ao radical grupo salafista Djihad, disse uma autoridade.	A polícia marroquina prendeu 33 suspeitos, incluindo alguns ligados ao grupo radical Djihad Salafist, disse uma autoridade do governo.	Paraphrase
Desde 11 de março, quando os principais índices do mercado estavam em seus níveis mais baixos desde que atingiram mínimos de vários anos em outubro, a Nasdaq recuou 21,2%.	Desde 11 de março, quando os principais índices do mercado estavam em seus níveis mais baixos desde que atingiram mínimos de vários anos em outubro, o Nasdaq, carregado de tecnologia, subiu quase 20%.	Paraphrase
Todas as imagens foram tiradas pelos próprios astronautas com câmaras Hasselblad em missões do Programa Apollo.	A NASA disponibilizou milhares de imagens capturadas pelos astronautas da Apollo nas missões lunares.	None
Esses recursos e seus benefícios são mostrados na tabela 2.4.	A Tabela 2.4 exibe os benefícios.	Entailment
Como você sabe, a África Oriental tem sido uma área de ameaças terroristas e ataques terroristas no passado ".	"A África Oriental tem sido uma área de ameaças e ataques terroristas no passado", disse o porta-voz do Departamento de Estado Philip Reeker.	Paraphrase
Taiwan estava relativamente livre da infecção viral até que um fiasco em um hospital de Taipei, no final de abril, fez o número de infecções disparar.	Taiwan estava relativamente livre da infecção viral até um surto grave em um hospital de Taipei no final de abril.	Paraphrase
Os industriais da Dow Jones ultrapassaram brevemente a marca de 9.000 pela primeira vez desde dezembro ".	Os industriais da Dow Jones subiram mais de 140 pontos, acima da marca de 9.000, pela primeira vez desde dezembro.	Paraphrase
Muito espaço para um homem se esconder nisso….	Um homem poderia caber lá facilmente.	Entailment
Ambos os tenistas caíram nas semi-finais do US Open de 2014.	Roger Federer vai em busca do hexacampeonato do US Open.	None
Durante séculos, tem sido chamada de região Echizen, e esse nome culturalmente significativo definitivamente ficou.	A região é chamada de região Echizen.	Entailment
Eles fizeram uma descoberta semelhante em Houston em outra aeronave, disse a Southwest em Dallas em comunicado.	A companhia aérea disse que uma descoberta semelhante foi feita no avião em Houston.	Paraphrase
Rui vende seu apartamento e Tina se desespera ao ver que irá morar no Morro da Macaca.	Rui decide comprar uma casa no Morro da Macaca sem falar com Tina.	None
A notícia será anunciada na manhã de segunda-feira em Dallas, no Tech Ed 2003, durante uma palestra de Paul Flessner, vice-presidente sênior da Divisão de Plataforma de Servidor da Microsoft.	O plano deve ser divulgado na manhã de segunda-feira no Tech Ed 2003, durante uma palestra de Paul Flessner, vice-presidente sênior da Divisão de Plataforma de Servidor da Microsoft.	Paraphrase
Angelina Jolie é capa da revista "Vogue" americana de novembro.	Angelina Jolie vai ser a capa da Vogue do próximo mês de novembro.	Paraphrase
O secretário de Estado Colin Powell designou o líder checheno considerado responsável pelo impasse no ano passado em um teatro de Moscou como uma ameaça à segurança dos EUA na sexta-feira.	O secretário de Estado dos EUA, Colin Powell, na sexta-feira designou o líder rebelde checheno Shamil Basayev uma ameaça à segurança dos Estados Unidos e dos cidadãos dos EUA.	Paraphrase
Há três anos não entro em uma loja da rede.	A rede também aposta na reformulação de lojas.	None
Bem, por que ler qualquer tipo de ficção?	Bem, então, qual é o sentido de ler qualquer tipo de ficção?	Entailment
O técnico Luis Enrique terá mais uma grande dor de cabeça no Barcelona.	Luis Enrique está revoltado com a onda de lesões que assola o Barcelona nos últimos tempos.	None
A literatura científica sobre os efeitos na saúde dos poluentes atmosféricos fornece a fonte dessas funções de concentração-resposta.	A redação científica sobre os efeitos na saúde dos poluentes no ar fornece um começo para as funções de resposta.	Entailment
Oito detentos fugiram da Central de Flagrantes de Teresina na madrugada desta quinta-feira (01).	Presos fogem da Central de Flagrantes em Teresina.	Entailment
Grupos conservadores se mobilizaram para aumentar a reprovação ao vídeo da propaganda no YouTube.	Vários grupos conservadores se mobilizaram para aumentar a reprovação ao filme da marca.	Entailment
